,Speaker,Timestamp,Text,Seconds
780,Speaker 2,20:06:40,"And of course, everyday Americans are receiving social security checks, and social security will be cut by this administration. Medicaid that provides for those everyday Americans who are in doctors' offices right now in America. Even as we engage in this kind of soaring rhetoric, everyday Americans are contending with the real life problems of living in America.",72400
781,Speaker 2,20:07:14,"We live in a country that has never been so unequal in terms of wealth and pay. And if we look back to our own history, we see that that inequality is a danger to all of us. The stock market crashed and depression occurred after the Gilded Age when inequality became so drastic that the middle class was in danger.",72434
782,Speaker 2,20:07:42,"And of course, everyday Americans who are right now in the military are experiencing anger, disgust, fear, because the secrets about what they are doing, even as they engage in operations around the world, like those pilots who are going to bomb the Houthis, engaged in that top secret mission, have learned that the details of that mission, the time of their launch, the targets, the timing of their strikes, the weather, the identity of their targets, all were being discussed over a non-secure channel by a careless, reckless Secretary of Defense.",72462
783,Speaker 2,20:08:30,"And I don't need to go into the details of what was discussed except to say our allies are reacting with that same disgust, anger and fear, and they are having doubts about sharing intelligence with us. The Israelis are outraged by what they've seen. The intel communities of other countries are aghast and appalled, and we have yet to explore fully all of the potential ramifications, like what other conversations may have been on that unsecured kind of platform? Who else knew about them, what the motives were? There needs to be a criminal investigation. I've called for it, and everyday Americans have a right to be fearful and angry, just as those pilots should be, and our allies and intelligence communities all around the world.",72510
784,Speaker 2,20:09:34,"So we need not only an investigation, we need action to hold accountable the individuals, beginning with the Secretary of Defense, who should resign, the National Security Advisor, who should resign, but a criminal investigation launched by the FBI National Security Division to hold accountable anyone responsible for this breakdown of security, to meet the standard of public service that Senator Booker has outlined as what we should demand of ourselves, and the responsibility that the American people have a right to deserve.",72574
785,Speaker 2,20:10:19,"So my question really is about the standard of public service that we should expect of our leaders, and whether there is something we can do. I'm asked so often, Senator Booker, as I go back to Connecticut, and I'm sure you are in New Jersey, what can we do? What can we do? You are leading us on the floor of the Senate by showing what we should be doing. Fighting back, sounding the alarm for everyday Americans who are in the grocery store, in their schools, at the VA Clinics, social security offices. What can we do?",72619
786,Cory Booker,20:11:20,"I'm going to answer your question. I just first want to say thank you. There's been so many Congress people coming onto the floor from the House of Representatives. It reminds me of some other times where big things were happening and people would come to the floor, but this is a lot more, and I just want to express thank you for their kindness. Also, I called the chairwoman of the CBC last night and then texted her, and the force of the CBC, which has been giving me spirit and strength for a long time, is really one of the best parts of my time here as a United States Senator, and the fact that they have come through constantly means a lot to me.",72680
787,Cory Booker,20:11:57,"I'm grateful that my cousin, Pam, has been here the entire time, just like Chris Murphy, the entire time in the gallery and I'm so grateful for her. I love her and she's sitting now next to my brother, and I'm just thankful for that. I want to answer your question because I get it all the time, and I'm not sure how to answer it all the time. I read letters and it actually got me emotional in the middle of the night where somebody would detail all their challenges. They would render personal information to me in letters about their struggles with healthcare, about their conditions, about their pain, about their hurt, just sending it out to their government official that they've never probably met, hoping that they might just listen to you and be activated by your voice, but then many of them ended the letter with that question.",72717
788,Cory Booker,20:12:46,"I am here to help you in any way. It really moves me because I believe in the deep decency of our country, and so I just want to try to answer that question more with me trying to think creatively about more that I can do as a leader. Because as I've said before, I think we as Democratic leaders have to start thinking more creatively, because obviously we don't control the Senate, we don't control the House, but we have positions that were given to us in trust by the people we represent. And moments like this require us to be more creative or more imaginative, or just more persistent and dogged and determined. And I say that in front of some of my colleagues on this floor who I know personally like you, but also some of my CBC colleagues who are sitting over here to my right who have been my rock for almost 13 years.",72766
789,Cory Booker,20:13:40,"And I just know, before I turn to my left, to the woman who represents the most important person in my 55 years, my mom, I just want to say that the answer to that question has to be something, that I will do something more than I'm doing now. Because the cause is so great, the challenges are so real, that I will do something that I have not done before to try to help my neighbor in a time of moral crisis in our country. And that I may be afraid, my voice may shake, but I'm going to speak up more. I may be demoralized by what's happening, but I'm going to find a way to get out of bed and breathe and know that I can make myself feel a little bit better by helping another person.",72820
790,Cory Booker,20:14:32,"I don't know what it is, but we've got to help each other now through this, and know I am a person of faith, and it was said to me by a colleague that know that we've been willing to work through the night, but joy will come.",72872
791,Cory Booker,20:14:45,"I'm going to turn to my left because I always say that she's a senator, but she's had one of the hardest jobs in all of America, which is to be the president of a shul. I met her and I realized she could probably do anything.",72885
792,Speaker 2,20:15:01,I know about that.,72901
793,Cory Booker,20:15:02,"Yes. I am not Jewish, but my name is Booker so I always say I'm Mish Booker. So there's a formal way I have to do this. So I see you, I love you, and I am wondering if you have something to ask me.",72902
794,Jacky Rosen,20:15:20,"Yeah. Will, the Senator yield for a question?",72920
795,Cory Booker,20:15:22,I yield for a question while retaining the floor.,72922
796,Jacky Rosen,20:15:27,"Well, Booker, or a people of the book. People of the book.",72927
797,Cory Booker,20:15:33,That is powerful. Yes.,72933
798,Jacky Rosen,20:15:34,"There you go. It's very powerful. The book you believe in, the books you believe in, but you read, we've heard everyone quote the Bible, philosophers, great thinkers and leaders, and you are one of them. And it has been my privilege to sit here next to you on this desk for the last six years I've been here, the best seat in the Senate.",72934
799,Cory Booker,20:15:56,"You and I, and I'm going to-",72956
800,Jacky Rosen,20:15:57,"And take care of your mother, who is my constituent. She is my constituent, so I have your precious mother in our hands.",72957
801,Cory Booker,20:16:08,"Who I suspect like my cousin and my brother in the gallery, that my mom is watching from Las Vegas.",72968
802,Jacky Rosen,20:16:15,"Yes. And we appreciate what a good mother she was and how she raised you to be strong and to be smart and to be kind. And boy, oh boy, did she give you some damn stamina. I'll just tell you that, sir. We are in awe. But my question is, thank you, Mr. Booker. Thank you for what you're doing. Thank you for using your voice to stand up against Trump's administration, reckless and extreme policies. And we've got a lot to talk about here, so I'm going to bring it back to Nevada.",72975
803,Cory Booker,20:16:46,Yes.,73006
804,Jacky Rosen,20:16:46,"Because we've got a lot of families in my state, and just like you, those letters, they're overwhelming and they bring me to tears. The stops in the grocery store and the airport and the shopping mall and the gas station, over and over again. People are worried. People are worried and they want us to help, and they're wondering about this. People have talked to me about-",73006
805,Cory Booker,20:17:09,"Oh, Senator.",73029
806,Jacky Rosen,20:17:11,"oops, thank you. People have talked to me about how high costs at the grocery store are squeezing their budgets. They're concerned that the Trump tariffs, well, what are they going to do? Prices ain't going down. They are going to make prices go up instead of going down. President Trump declared tomorrow is liberation day. Liberation day. This is what he plans, to impose the latest round of across the board tariffs for goods on several nations, tariffs that amount to a national sales tax on every single person that goes to a grocery store in Nevada, in New Jersey, I see my esteemed colleague, Senator Duckworth in Illinois, and every state in this nation. Tariffs that amount to a national sales tax.",73031
807,Jacky Rosen,20:17:59,"Now, Nevada's economy relies heavily on tourism. I don't have to tell anyone that, and these tariffs don't target tourism specifically, but make no mistake, they will have a profound impact on a city like Las Vegas, the entertainment capital of the world. Because when prices go up across the board, what happens? Families' budgets at the kitchen table, those kitchen table budgets there are squeezed. It means the number of visitors coming to Las Vegas, the visitors that fuel our economy,",73079
808,Jacky Rosen,20:18:31,"â¦ economy go down. It means the price that every single person, every single hotel, every single service we have goes up because of those tariffs and so it's going to have a devastating impact on Nevada, on our local economy, on our small businesses. 99% of businesses in Nevada are small businesses. Small businesses. It's going to have a devastating impact on them and the good paying jobs it supports. We see the impact. International travel down in the United States. Down. Now, that's a whole nother discussion. Someone will be asking that question too. It's driving down our visitor numbers. It hurts our economy in Nevada, hurts our economy all across this great nation. In fact, booking for flights in Canada, they're already down by 70% compared to last year. Canada, our great neighbor, partner and ally to the north, down 70%. The most troubling part as a recent report estimates that up to 14,000 jobs, hospitality jobs, could be at risk due to decreased international travel as a result of these horrible, misguided tariffs.",73111
809,Jacky Rosen,20:19:47,"I just want to tell you that I'm looking at all of my colleagues and I'm looking at you and you have given us the inspiration to stand here, to use our voice, to use our power, to show that we are not without a say in this country. We are not without a say and we cannot go quietly ever without that fight. Senator Booker, I want to ask you what you think these tariffs are going to do. Well, not to just the place where your mom lives in Las Vegas, but where families live all across this country and every price at the market, every price at the gas station, the mall, wherever you go, wherever you go and where people depend, like my Nevadans on their livelihood for tourism. I will repeat what Senator Blumenthal said. Senator Booker, what can we do? That's the question we're asked. What can we do?",73187
810,Cory Booker,20:20:46,"I want to answer your question, but first I want to just say what you already know. You represent my mom. You represent one of her best friends, Lou. You represent my Aunt Shirley. You represent my Uncle Butch. You represent my Aunt Marilyn. You represent so much of my family. This is the place where my father died, when Harry Reid came to his bedside when he was sick and I was still running for this office and showed me the extraordinary kindness of senators from Nevada. That tradition has continued. I'm so grateful for you. My family's grateful for you. I'm grateful that we were founders of the Black Jewish Caucus and in fact I'm going toâ¦",73246
811,Jacky Rosen,20:21:19,[inaudible 00:37:51].,73279
812,Cory Booker,20:21:22,"Juneteenth Seder coming up. I'm going to put this on as you have it on, as I think about Edan Alexander and all those who are suffering. I'm just so grateful for our friendship and what we've done against anti-Semitism, what we've done for the Abraham Accords. You are somebody that you and I find a lot of ways to work with and one of the best things I saw in you was on January 6th sitting in this row, me, you Mark Kelly and I always say that often the most difficult circumstances, you see the best of people and I don't know if you remember this, but staffers started coming, rushed in. Usually you have to have special identification and then some of them stood behind us and they were crying and they were upset and they were frightened and I just watched you go from Senator to mother and I watched you comforting people in their times of fear when they thought they were going to be killed literally and you were this voice of comfort, voice of calm. I saw you in one of our country's worst crisis. I saw your light. I saw your love. I saw the Jewish mom and I benefited from that. I just feel that Trump mocks us. What does his liberation day mean to the people that are shackled to debt? From medical debt. They're shackled with student debt, they can't afford the rising cost of groceries. What does liberation mean to people who are chained by fear right now, waiting with bated breath to see if the Medicaid programs they rely on are going to be cut. What does his liberation mean? To people who are literally in jails right now because they were disappeared from our streets. What does his liberation mean to people who can't afford homes because of his tariffs? Who dreamed of a new car? That's going to go up as well. I don't know what he means by liberation. I honestly don't. I wish he'd explain it to the American people. Who's liberated? In this financial times, who's liberated? I don't think the law firms feel liberated. They were so threatened by you that they felt the only way they could get from out from under the threat of you is to come to you and beg them and offer them and say, we'll do this and say, we'll give you millions of dollars of pro-bono worth. I don't think they feel liberated.",73282
813,Cory Booker,20:23:55,"What about the people that are banned from the Press Corps because they won't call it the Gulf of America? The idea of the press, the freedom of the press. Do they feel his liberty? What does his liberty mean? What does Donald Trump's Liberty Day tomorrow mean? In a nation where I read letter after letter of people that feel like their liberty is gone, that they're losing sleep at night worried Social security. What does liberty mean to the veteran that was laid off? That fought for my liberty? What does Donald Trump's liberty mean? What is he talking about? What does his liberty mean to Canada, who fought next to us? Who died next to Americans fighting for our causes. What does his liberty mean to them? I don't understand Donald Trump. I really don't. There are going to be PhD students writing about him for generations. He'll love that. In heaven he'll look down and say, I'm so happy people talking about me, but I will tell you this.",73435
814,Cory Booker,20:25:06,"I love great presidents. I love that Lincoln said, ""With malice towards none, with charity towards all"", but I hear Donald Trump say with malice towards everybody that does not tell me how great I am and Charity? I don't know if he understands that, what it means to show sympathy and compassion and empathy and to help people whether they like you or not. I love great presidents. I love FDR. You have nothing to fear, but fear itself, but the letter, after letter, after letter, the word fear, the word terror, I was reading from voices from my state and across the country. It's as if Donald Trump is saying, be afraid. Be afraid of me. The big man with the power. Be afraid. Be afraid. Be afraid. There was another president that said, Mr. Gorbachev, tear down this wall and yet Ukrainian Americans are watching their president go, not Mr. Gorbachev tear down the wall. They're saying, hey, Mr. Putin, come in and take the Donbas. I'm going to start the negotiations, not with Zelensky at the table. I'm going to call him a dictator. I'm going to start the negotiations from a position to giving Putin what he wants, Ukrainian sovereign land and that's where we'll start the negotiation. I love John F. Kennedy quoting a poet saying, ""Ask not what your country can do for you. Ask what you can do for your country."" Donald Trump, it's ask not what your country can do for you. Ask, what can you do for Donald Trump because I will threaten you until you kowtow. I will threaten to run primaries against you. If you don't fall in line and vote for things you know are wrong. I will terrorize your law firm unless you come to me and kiss my ring. I will make political your applications for your merger. I will drop cases against you. I will pardon you if, as he said in a recent pardon, he was a pro-Trump guy. I don't understand this. I really don't. I don't understand how he tries to divide Americans. I got on a plane once. I'm on a plane and I'm juggling to put my carry on up and I get lots of reactions in airports. I have to say on the whole part, good, but occasionally, I think my colleagues this May next month should send me a Mother's Day card because occasionally I get called you mother with something following it.",73506
815,Cory Booker,20:27:43,"Here I am putting up my overhead baggage and I sit down next to two people. The presiding officer before this, my friend from Alabama, two Alabamans. One 80 years old, one 60 years old, mother and daughter and they see people paying attention to me and they said, ""Who are you? Are you a professional athlete?"" and as a middle-aged, overweight black guy, my ego wasn't insulted. I wanted to say, ""Well, I could be, but I chose to serve the people"", but no, I go, ""No ma'am, I'm not."" Well, who are you then? I go, well, I'm a senator and we are so conditioned in America if we meet a congressperson out and about, the first thing we want to know is whose team are you on, my team or their team? US versus them. Horrible dynamic of tribalism in our country and I took a deep breath and I looked at these two great American women and I said, ""Ma'am, I'm a Democrat."" The woman next to me looks at me suddenly soured and she said, I should have brought my Trump hat and she wheeled it away from me. Immediately I said, ""You know what, I'm not going to play. I'm not going to dance to this tune. I'm going to scratch this record, scratch this record.""",73663
816,Cory Booker,20:28:52,"I looked at her and I go, ""Oh my gosh. Donald Trump signed two of the biggest bills I wrote in Congress into law."" The First Step Act, which we passed in this body, 87 votes. We would've got 88 if one of my dear friends and colleagues was not off trying to do whatever in the world and he wasn't here to vote on it and I talked about opportunities. I was working with Tim Scott to get billions of dollars invested into some of our country's poorest rural and urban areas. Now they were confused, but by the end of that flight, Donald Trump didn't divide us though. By the end of that flight, I was talking to them like fellow Americans and we found so many points of connection, so much common humanity and so much common cause. These outrage machines, TV and these devices, I want to say to America, their financial interest is to keep your eyes on the screen as much as they possibly can. You know what sells? Division, divide, moral indignation.",73732
817,Cory Booker,20:29:51,"I will tell you this. I have this great friend part of the ball club named Van Jones. He told me this story that he was on Crossfire on CNN and Van Jones got on with Newt Gingrich. Van Jones, a green activist, a guy I met in law school, extraordinary man, speaks like a poet to me and he worked in the Obama White House and then Newt Gingrich, very known Republican. The two of them sit down, but Brene Brown writes something extraordinary. She writes, ""It's hard to hate up close, so pull people in."" They get on this show called Crossfire and they find out with all the differences they have, they also have commonalities, things they agree on and they actually kind of like each other. They go to the producers and they say, ""Could you let us do the final segment called Ceasefire? Can you let us do the final segment called Ceasefire?"" The producers say, ""Yeah, go ahead. Go ahead."" They do this last segment talking about the areas they agree, but the producers run in after a few shows and stop them. Can't do it. Why? Ratings are going down.",73791
818,Cory Booker,20:31:19,"There are a lot of legitimate differences in places I'm going to stand my ground and fight for people's healthcare, for people's social security, I'm going to fight, but I'm never going to get into a position where anybody in this country can make me hate another American because this is the age where we have to figure out how to live up to those words of their E pluribus unum. That's the call of our ancestors, to put more indivisible into this one nation under God. That's the challenge and there's enough things that we agree on in America and especially when we stop and talk about things like the child tax credit. Most Americans are for that.",73879
819,Tammy Duckworth,20:31:54,Will the Senator yield?,73914
820,Cory Booker,20:31:55,"Oh gosh. I've been waiting for you, for crying out loud. Why didn't you interrupt me earlier?",73915
821,Tammy Duckworth,20:32:00,You were on a roll. You were on a roll.,73920
822,Cory Booker,20:32:03,"Come on, Senator.",73923
823,Tammy Duckworth,20:32:05,Will you yield for a question?,73925
824,Cory Booker,20:32:06,I yield for a question while retaining the floor.,73926
825,Tammy Duckworth,20:32:09,"I don't know what kind of food you eat on that vegan diet of yours, but I need to figure out more of that vegan diet. One place where we can and do care that unites us as a nation is the role of our nation's veterans, the heroes who have sacrificed for us, although with this president, I guess he doesn't hold veterans in the same esteem. As someone who has bled for this nation, I guess I joined the ranks of the suckers and losers who have bled and died for this nation in the president's estimation, but I just wanted to start off by saying thank you again, Senator Booker, for all that you're doing as you hold the floor today, but also every other day. To underline the pain and damage Donald Trump and Elon Musk are doing, not just to our country, but to middle-class Americans throughout our country and tragically that harm even extends to our nation's veterans, who have sacrificed so much to protect this country and keep Americans safe, who should be shielded from this needless chaos and uncertainty.",73929
826,Tammy Duckworth,20:33:13,"Senator Booker, I know you are well aware that this administration is firing more veterans than any other administration in modern history. It's been reported that this administration, in these first few months in office, has fired approximately 6,000 veterans from federal service across this country. This list of firing, especially at the VA, has resulted in operations for our veterans being canceled. We've seen reports of the caregivers hotline, a hotline that was set up to support the caregivers who provide medical caregiving to their loved ones who served and sacrificed and are now disabled. There are delays in that hotline being answered because Donald Trump fired all of these veterans. There are people who support the crisis hotline were also fired. I know this because some of them aren't my constituents and asked for help. I had one individual who'd served in the military for over two decades, did such a good job on the crisis hotline as a frontline person answering the phone, trying to prevent their brothers and sisters from the idea of suicide. They did such a good job that they were promoted to be a trainer. They were promoted to be a supervisor, which then made them probationary and they were fired.",73993
827,Tammy Duckworth,20:34:36,"We were able to get some of these people their jobs back. Some of them are still out there without their jobs. This is what Donald Trump and Elon Musk has already done. This does not help our nation's veterans. This does not help our nation's heroes. If anything, it is a betrayal to them, is a betrayal, a cruel betrayal to the men and women who bravely answered the call to serve our country in uniform. A call that this president dodged five different times when he had the opportunity to serve. Our men and women in uniform came home from serving and many of them chose to continue their service to our country as federal employees. How are Elon and Trump thanking these brave, selfless Americans? They're doing it by showing them the door and leaving them wondering how they'll be able to afford next week's groceries or next month's rent, forcing them to look for a new job. The senator from New Jersey and I are both working together to help our heroes get their jobs back, which is why I've introduced a Protect Veterans Jobs Act to reinstate all veterans who are wrongly fired from the federal jobs by Trump and Musk.",74076
828,Tammy Duckworth,20:35:44,"It is a critical bill to help those who've already been fired, but according to recent reports, Trump and Musk are just getting started. From everything that we've seen. They're planning on firing another 80,000 VA employees, almost a third of whom are veterans themselves. That's going to be another 25 veterans on a chopping block on top of the 6,000 who've already been fired. It is a complete betrayal from Trump and from Musk. Firing these VA employees will even harm veterans that Trump is not firing because it's going to force them to wait longer to see their healthcare providers. It's going to make them wait longer to have their disability claims adjudicated. It is going to make them wait longer to have someone pick up their calls at the veterans crisis line. It is going to make them wait even longer and their loved ones wait even longer to have their burial and funeral expense reimbursements request process and so much more, all while the VA's backlog of unprocessed claims continues growing. I have another question for you, but first, for the senator from New Jersey, I was wondering if you could tell us if you have heard from your veterans who have been fired? If you have heard from your veterans who've seen their services delayed in New Jersey and around the country?",74144
829,Cory Booker,20:37:07,"Yes, yes, yes, yes, yes, yes, yes. This is my veteran's book. This is what I was reading from earlier and everything you're saying is right and it's such an insult. I read stories from our veterans. It's such an insult to the highest calling of our country to stand and serve as you did, as you did. Injured veterans, disabled veterans. I read an article about thousands of disabled veterans that want to serve their country, love this nation so much that they want to serve in humble jobs, doing noble things and how do we treat them? They say 83,000 people being laid off. A quarter of them are veterans from the VA itself, but this doesn't include VA veterans that do things for the park Service and our national parks. Veterans that do things for us in the Defense Department. Veterans that do things for us across this country. I found in my state some of the greatest leaders. I have met in my state are veterans who are still serving veterans and then veteran entrepreneurs, you know the data. They're incredibly successful. They create to our economy. The VA is cutting not just veteran jobs, they're cutting contracts with veteran owned businesses. I don't understand how you can say out of one side of your mouth, you honor and respect our veterans, which is not what our president's always said. Dear God, what he said about John McCain.",74227
830,Cory Booker,20:38:48,"I still remember John McCain is in a town hall with Barack Obama fighting fiercely to be the president of the United States and somebody gets up and says that Barack Obama, as if it's an insult, it's not, is a Muslim or something and he grabs the mic back and corrects her. One of his voters, he corrects her on national TV. This is wrong. He's a guy who loves his wife, Christian, loves his family. I mean, that is character and honor. Can you ever see that from our president now? This is how wrong I was and I want to admit I've made mistakes. I've been wrong. I remember where I was when he said in his campaign that he's no hero, that people who are captured are not heroes. I said to the people that were with me, up, there goes his 15 minutes of fame. I thought that was the end of Trump, but somehow you could become president of the United States when you insult the veterans who serve. I want to read you and I know you have another question, but can I read youâ¦ I don't know. John Lewis and John McCain. The two Johns coming up a lot in so far in my 20 hours, but I want to read you this. I want to read this when you were here because I read this.",74328
831,Cory Booker,20:40:11,"This is John McCain writing. Let me all tell you what I think about the Pledge of Allegiance, our flag and our country. I want to tell you a story about when I was a prisoner of war. I spent five years in the Hanoi Hilton. In the early years of our imprisonment, the North Vietnamese kept us in solitary confinement or two or three to a cell. In 1971, the North Vietnamese moved us from these conditions of isolation into large rooms with as many as 30 to 40 men to a room. This was, as you can imagine, a wonderful change and was a direct result of the efforts of millions of Americans led by people like Nancy and Ronald Reagan, on behalf of a few hundred POWs, 10,000 miles from home. One of the men moved into my cell was Mike Christian. Mike came from a small town near Selma, Alabama. He didn't wear a pair of shoes until he was 13 years old. At 17, he enlisted in the U.S Navy. He later earned a commission. He became a naval flying officer and was shot down and captured in 1967. Mike had a keen and deep appreciation for the opportunities his country and our military provide for people who want to work and want to succeed.",74411
832,Cory Booker,20:41:30,"The uniforms we wore in prison consisted of a blue short sleeve shirt, trousers that looked like pajama trousers and rubber sandals that were made out of automobile tires. I recommend them highly. My pair lasted my entire stay. As a part of the change in treatment, the Vietnamese allowed some prisoners to receive packages from home and some of these packages were handkerchiefs, scarves and other items of clothing. Mike got himself a piece of white cloth and a piece of red cloth and fashioned himself a bamboo needle. Over a period of a couple months, he sewed the American flag on the inside of his shirt. Every afternoon before we had a bowl of soup, we would hang Mike's shirt on the wall of our cell and say the Pledge of Allegiance. I know that saying the Pledge of Allegiance may not seem the most important and meaningful part of our day now, our day in the Senate, but I can assure you that for those men in that stark prison cell, it was indeed the most important and meaningful event of our day.",74490
833,Cory Booker,20:42:46,"One day, the Vietnamese searched our cell and discovered Mike's shirt with the flag sewn inside and removed it. That evening, they returned, opened the door of the cell, called for Mike Christian to come out, closed the door of the cell and for the benefit of us all, beat Mike Christian severely for the next couple of hours. Then they opened the door of the cell and threw him back inside. He was not in good shape. We tried to comfort and take care of him as well as we could. The cell in which we lived had a concrete slab in the middle of which we slept, four naked light bulbs in each corner of the room. After things quieted down, I went to lie down and go to sleep. As I did, I happened to look into the corner of the room. Sitting there beneath that dim light bulb with a piece of white cloth, a piece of red cloth, another shirt and his bamboo needle was my friend Mike Christian, sitting there with his eyes almost shut from his beating, making another American flag.",74566
834,Cory Booker,20:44:02,"He was not making the flag because it made Mike Christian feel better. He was making that flag because he knew how important it was for us to be able to pledge our allegiance to our flag and our country. Duty, honor, country. We must never forget those thousands of Americans who with their courage, with their sacrifice, with their lives, made those words live for all of us. That is our veterans. That is you. That is you my friend and Trump is coming after them. Doge is coming after them. They're firing them right now and are we silent America? Are we silent? When the bravest amongst us, the most honorable amongst us, the most noble amongst us are losing their jobs. Did you speak up when they came for American veterans? When they fired them for no good reason? What did you do? What did you say? I say no.",74642
835,Tammy Duckworth,20:45:03,Will the senator yield for a question?,74703
836,Cory Booker,20:45:08,I yield for a question while retaining the floor.,74708
837,Tammy Duckworth,20:45:12,"Thank you for what you have said. John McCain was a true hero. He said the same thing to me when I first met him. I do have a question for you, which will come later, but I thought I would tell you the story of how I met John McCain. I was recently wounded. Within weeks of being able to finally sit up for the first time, I was in physical therapy and Senator McCain came and visited us. The nurses and occupational therapists and physical therapists came running in and said, ""Senator McCain, this is Captain Duckworth. She's a hero just like you"" and said to me, ""You're a hero like Senator McCain. You were both shot down."" Senator McCain looked at me and said in that voice of his, ""Didn't take no hero to fly into a missile. The good pilots don't get shot down."" I knew then and there that I really liked him because he was right. The real heroes were the buddies who carried me out of that field in Iraq. The real heroes are the sergeant in the rescue bird that carried me out and has to live with the post-traumatic stress. The real heroes are all the men and women who survived and came home and need the care, that they have rightfully earned. The care that we're providing with the Pact Act, a bill that you supported, a bill that you spoke up for.",74712
838,Tammy Duckworth,20:46:43,"Even while our colleagues across the aisle, many of them said it was too expensive and at a time when we should be expanding the Pact Act, when we should be recognizing more of the illnesses and injuries that came out of service around burn pits and toxic substances, you have a president who is cutting the VA, who wants to cut those jobs, who want to go after our veterans benefits, whom, just like Elon Musk has said, sees veterans as a people with their hands out. We don't have our hands out. We're simply asking for what this country promised us. Where were you, Mr. President? Where were you, Elon, when this country asked for someone to serve? When this country asked, who amongst you will leave your family, leave your friends, leave your neighbors and put on her colors and defend her, not for your mom, not for your dad, not for your family members, but for strangers who will never know your name, will never know your sacrifice. Who among you will do that? Thank God that from Lexington and Concord, from Iwo Jima, from Ia Drang Valley, from Kandahar, from Fallujah. There were Americans who stood up and said, I will. I will defend this great nation. I will wear her colors with pride.",74803
839,Tammy Duckworth,20:48:20,"All we have to do as a nation is live up to one tiny little percentage of that sacrifice that they made. Let them have the benefits that they've earned and yet Donald Trump and Elon Musk are cutting those benefits. The biggest predictor, the biggest predictor of veterans homelessness is not post-traumatic stress disorder. It is not a health condition. The biggest predictor of veterans homelessness is lack of employment. Not having a job. That begins the spiral downwards for veterans that ends up with them becoming homeless. I will tell everyone in these chambers and in this nation, we are all dishonored when a veteran must lay their head down on the very same streets that he or she defended to sleep that night. We are all dishonored. The VA has done tremendous work, tremendous work to fight veterans homelessness and that has been a bipartisan effort. These cuts, these cuts that are costing veterans their jobs are going to start some of those veterans, unfortunately, on that path to homelessness. These cuts are going to mean those veterans homelessness programs that will prevent our veterans from becoming unhoused, those programs will not be able to take care of all the veterans of the demand. I'm already seeing it.",74900
840,Tammy Duckworth,20:49:48,"I spent this past weekend in Missouri at the Cochrane VA Medical Center, hearing about the challenges that they're facing. They need to expand. They don't need to shrink. They said there's going to be another 25,000 veterans moving into the area. They actually have to expand their services and yet Elon Musk enabled by Donald Trump is cutting veterans jobs, veterans benefits because according to them, veterans aren't heroes. We are suckers and losers. Well, I beg to differ. I beg to differ. I am sure that my colleague from New Jersey knows that firing 80,000 employees from the Department of Veterans Affairs wouldn't just cost longer delays for veterans, it will doom our VA's ability to process the influx of claims under the Pact Act, a law that is helping ensure veterans who were exposed to toxins while serving can get the care that they have earned, with more than 1 million claims already approved in a short time since it's become law. I can't think of a single good reason to hurt so many veterans and I'll just ask this Senator from New Jersey, can you think of any reasons?",74988
841,Cory Booker,20:50:56,"Oh God. I'm very moved by your comments. I want to say that from John McCormick, to Jack Reed, the Senate has a good number of people who serve this nation who answered the call. They should all get our honor and respect. Senator Blumenthal served and he has a son, a Navy Seal. We should have a reverence for those people because a lot of them didn't make it back. A lot of people didn't make it back and a lot of people who came home came home with horrible wounds, visible and invisible. We should all be ashamed of the veterans that are committing suicide. We should all be ashamed of veteran homelessness. We have the capacity. We are a great enough nation to help them, but the ones that didn't come back, they watch over us. They look down upon this nation.",75056
842,Cory Booker,20:51:50,"I want to read you one more thing because I was raised by parents, they really worried raising me in an affluent town, in a beautiful home, that I wouldn't recognize how extraordinarily privileged I was. My dad used to say to me, ""Boy, don't walk around this house like you hit a triple. You were born on third base."" My dad would say things to me like, ""Boy, don't sit at this table and not realize that you drink deeply from wells of freedom and liberty that you did not dig. You eat from banquet tables of blessings prepared for you by your ancestors. You must metabolize those blessings, not so that you could pay your ancestors back, but that you could pay it forward."" My dad, when I got degrees from Stanford, Oxford and Yale said, ""Boy, you got more degrees than the month of July, but you ain't hot."" Life ain't about the degrees you get. It's about the service you give.",75110
843,Cory Booker,20:52:44,"McCormick and Reed and Tammy, I'm here because of people that died for this country, that stormed beaches in Normandy in this country. They were at Iwo Jima for this country. They liberated Nazi concentration camps for this country. They are buried. I've seen their burials. In Thailand, fields full of American soldiers who never made it home. Every time I see one of those, I get overcome with emotion. When I look at their ages, 18, 19, 20, 21. Let me read this and I'm going to compose myself because you got me all emotional, Tammy, I thought you were my friend.",75164
844,Cory Booker,20:53:32,"This is a poem written by Billy Rose. You know it probably it's called The Unknown Soldier and just listen to the words and let them echo and see if we are living up to them. If our president lives up to them, the most powerful person in the world, who the richest man in the world [inaudible 01:10:21] respecting.",75212
